Airline,Travel_date,From,To,Departure_time,Arrival_time,Duration_minutes,Stops,Price
IndiGo,10/01/2023,Ahmedabad,Mumbai,14:50,16:10,80,0.0, 3304
IndiGo,10/01/2023,Ahmedabad,Mumbai,09:45,10:55,70,0.0, 3425
IndiGo,10/01/2023,Ahmedabad,Mumbai,08:45,10:05,80,0.0, 3760
IndiGo,10/01/2023,Ahmedabad,Mumbai,06:40,07:55,75,0.0, 4570
Akasa Air,10/01/2023,Ahmedabad,Mumbai,07:35,08:55,80,0.0, 4790
IndiGo,10/01/2023,Ahmedabad,Mumbai,17:30,18:40,70,0.0, 5060
Vistara,10/01/2023,Ahmedabad,Mumbai,08:25,09:40,75,0.0, 5062
IndiGo,10/01/2023,Ahmedabad,Mumbai,22:20,23:35,75,0.0, 6765
Air India,10/01/2023,Ahmedabad,Mumbai,20:40,22:05,85,0.0, 9892
IndiGo,10/01/2023,Ahmedabad,Mumbai,18:35,20:00,85,0.0, 10836
Vistara,10/01/2023,Ahmedabad,Mumbai,17:15,18:45,90,0.0, 10837
Vistara,10/01/2023,Ahmedabad,Mumbai,06:45,15:00,495,1.0, 11362
Air India,10/01/2023,Ahmedabad,New Delhi,07:55,09:25,90,0.0, 2543
Vistara,10/01/2023,Ahmedabad,New Delhi,06:45,07:55,70,0.0, 3802
IndiGo,10/01/2023,Ahmedabad,New Delhi,04:05,05:45,100,0.0, 4400
IndiGo,10/01/2023,Ahmedabad,New Delhi,15:25,22:55,450,1.0, 4627
Alliance Air,10/01/2023,Ahmedabad,New Delhi,16:50,19:55,185,1.0, 4642
IndiGo,10/01/2023,Ahmedabad,New Delhi,22:35,00:05,90,0.0, 4810
SpiceJet,10/01/2023,Ahmedabad,New Delhi,04:50,06:40,110,0.0, 4928
SpiceJet,10/01/2023,Ahmedabad,New Delhi,22:05,10:30,745,1.0, 4943
Go First,10/01/2023,Ahmedabad,New Delhi,08:30,10:05,95,0.0, 6042
Go First,10/01/2023,Ahmedabad,New Delhi,19:35,21:15,100,0.0, 6042
Go First,10/01/2023,Ahmedabad,New Delhi,23:15,00:50,95,0.0, 6042
Go First,10/01/2023,Ahmedabad,New Delhi,05:00,14:30,570,1.0, 6270
Go First,10/01/2023,Ahmedabad,New Delhi,08:10,20:55,765,2.0, 6270
SpiceJet,10/01/2023,Ahmedabad,New Delhi,06:10,07:50,100,0.0, 6292
Akasa Air,10/01/2023,Ahmedabad,New Delhi,09:15,11:00,105,0.0, 6890
IndiGo,10/01/2023,Ahmedabad,New Delhi,07:15,15:25,490,1.0, 7239
Vistara,10/01/2023,Ahmedabad,New Delhi,15:35,17:10,95,0.0, 8212
IndiGo,10/01/2023,Ahmedabad,New Delhi,05:55,07:40,105,0.0, 8299
IndiGo,10/01/2023,Ahmedabad,New Delhi,12:00,13:35,95,0.0, 8299
IndiGo,10/01/2023,Ahmedabad,New Delhi,15:40,17:05,85,0.0, 8999
Air India,10/01/2023,Ahmedabad,New Delhi,21:30,23:10,100,0.0, 9441
Vistara,10/01/2023,Ahmedabad,New Delhi,08:40,10:20,100,0.0, 10136
IndiGo,10/01/2023,Ahmedabad,New Delhi,09:35,14:20,285,1.0, 10364
Vistara,10/01/2023,Ahmedabad,New Delhi,20:30,22:00,90,0.0, 11186
IndiGo,10/01/2023,Ahmedabad,New Delhi,21:00,22:30,90,0.0, 14091
IndiGo,10/01/2023,Ahmedabad,New Delhi,18:05,19:50,105,0.0, 16499
IndiGo,10/01/2023,Tirupati,Goa,14:45,00:20,575,1.0, 5157
IndiGo,10/01/2023,Tirupati,Goa,14:45,21:35,410,1.0, 5538
IndiGo,10/01/2023,Tirupati,Goa,12:30,21:35,545,1.0, 5538
"Air India, IndiGo",10/01/2023,Tirupati,Goa,14:30,00:20,590,1.0, 6248
"Air India, AirAsia",10/01/2023,Tirupati,Goa,14:30,19:20,290,1.0, 6249
IndiGo,10/01/2023,Tirupati,Goa,12:30,17:20,290,1.0, 6399
"SpiceJet, Go First",10/01/2023,Tirupati,Goa,07:40,16:35,535,1.0, 7512
"IndiGo, AirAsia",10/01/2023,Tirupati,Goa,14:45,19:20,275,1.0, 7614
"Alliance Air, AirAsia",10/01/2023,Tirupati,Goa,08:10,19:20,670,1.0, 7719
IndiGo,10/01/2023,Tirupati,Goa,20:05,00:20,255,1.0, 8018
IndiGo,10/01/2023,Tirupati,Goa,21:00,07:00,600,1.0, 8596
IndiGo,10/01/2023,Tirupati,Goa,15:35,21:10,335,1.0, 8690
IndiGo,10/01/2023,Tirupati,Goa,15:35,23:05,450,1.0, 8694
"Alliance Air, IndiGo",10/01/2023,Tirupati,Goa,08:10,13:55,345,1.0, 8873
SpiceJet,10/01/2023,Tirupati,Goa,20:00,07:10,670,1.0, 9423
SpiceJet,10/01/2023,Tirupati,Goa,20:00,18:10,1330,1.0, 9841
"SpiceJet, IndiGo",10/01/2023,Tirupati,Goa,07:40,12:30,290,1.0, 9874
"SpiceJet, IndiGo",10/01/2023,Tirupati,Goa,16:10,00:20,490,1.0, 9977
"SpiceJet, IndiGo",10/01/2023,Tirupati,Goa,16:10,21:35,325,1.0, 10082
Air India,10/01/2023,Tirupati,Goa,14:30,00:40,610,2.0, 10391
SpiceJet,10/01/2023,Tirupati,Goa,16:10,07:10,900,1.0, 10473
SpiceJet,10/01/2023,Tirupati,Goa,16:10,18:10,1560,1.0, 10891
"Air India, IndiGo",10/01/2023,Tirupati,Ahmedabad,14:30,06:20,950,2.0, 9402
"Air India, IndiGo",10/01/2023,Tirupati,Ahmedabad,14:30,06:20,950,2.0, 9402
IndiGo,10/01/2023,Tirupati,Ahmedabad,14:45,06:20,935,2.0, 10767
IndiGo,10/01/2023,Tirupati,Ahmedabad,14:45,06:20,935,2.0, 10767
IndiGo,10/01/2023,Tirupati,Ahmedabad,12:30,06:20,1070,2.0, 10767
IndiGo,10/01/2023,Tirupati,Ahmedabad,12:30,06:20,1070,2.0, 10767
"Alliance Air, IndiGo",10/01/2023,Tirupati,Ahmedabad,08:10,20:20,730,2.0, 10872
IndiGo,10/01/2023,Tirupati,Ahmedabad,21:00,07:15,615,1.0, 11262
IndiGo,10/01/2023,Tirupati,Ahmedabad,15:35,01:45,610,2.0, 11750
IndiGo,10/01/2023,Tirupati,Ahmedabad,20:05,06:20,615,2.0, 12027
"SpiceJet, IndiGo",10/01/2023,Tirupati,Ahmedabad,20:00,06:20,620,2.0, 12605
IndiGo,10/01/2023,Tirupati,Ahmedabad,15:35,23:20,465,1.0, 12793
"Alliance Air, IndiGo",10/01/2023,Tirupati,Ahmedabad,08:10,15:40,450,1.0, 12870
"Air India, IndiGo",10/01/2023,Tirupati,Ahmedabad,14:30,01:00,630,2.0, 15015
IndiGo,10/01/2023,Tirupati,Ahmedabad,12:30,18:10,340,1.0, 15586
IndiGo,10/01/2023,Tirupati,Ahmedabad,14:45,22:50,485,1.0, 22988
IndiGo,10/01/2023,Tirupati,Ahmedabad,12:30,22:50,620,1.0, 23041
Air India,10/01/2023,Tirupati,Ahmedabad,14:30,06:55,985,2.0, 25508
IndiGo,10/01/2023,Tirupati,Bengaluru,15:35,16:35,60,0.0, 6595
"Air India, AirAsia",10/01/2023,Tirupati,Bengaluru,14:30,23:15,525,1.0, 6670
"IndiGo, AirAsia",10/01/2023,Tirupati,Bengaluru,14:45,23:15,510,1.0, 8035
"IndiGo, AirAsia",10/01/2023,Tirupati,Bengaluru,12:30,23:15,645,1.0, 8035
"Air India, AirAsia",10/01/2023,Tirupati,Bengaluru,14:30,20:50,380,1.0, 9183
"Alliance Air, AirAsia",10/01/2023,Tirupati,Bengaluru,08:10,15:30,440,1.0, 9719
"Alliance Air, IndiGo",10/01/2023,Tirupati,Bengaluru,08:10,13:00,290,1.0, 9720
"IndiGo, AirAsia",10/01/2023,Tirupati,Bengaluru,14:45,20:50,365,1.0, 10548
"IndiGo, AirAsia",10/01/2023,Tirupati,Bengaluru,12:30,20:50,500,1.0, 10548
"SpiceJet, AirAsia",10/01/2023,Tirupati,Bengaluru,16:10,23:15,425,1.0, 11029
"SpiceJet, Star Air",10/01/2023,Tirupati,Bengaluru,16:10,21:25,315,1.0, 11652
Air India,10/01/2023,Tirupati,Bengaluru,14:30,05:35,905,3.0, 13235
Air India,10/01/2023,Tirupati,Bengaluru,14:30,00:05,575,2.0, 16132
IndiGo,10/01/2023,Tirupati,Mumbai,07:50,17:05,555,1.0, 5270
IndiGo,10/01/2023,Tirupati,Mumbai,21:00,05:55,535,1.0, 5270
SpiceJet,10/01/2023,Tirupati,Mumbai,07:40,09:25,105,0.0, 5296
IndiGo,10/01/2023,Tirupati,Mumbai,15:35,23:25,470,1.0, 8673
"IndiGo, Go First",10/01/2023,Tirupati,Mumbai,15:35,20:35,300,1.0, 8773
"Air India, IndiGo",10/01/2023,Tirupati,Mumbai,14:30,07:55,1045,2.0, 9167
IndiGo,10/01/2023,Tirupati,Mumbai,14:45,07:55,1030,2.0, 10532
IndiGo,10/01/2023,Tirupati,Mumbai,12:30,07:55,1165,2.0, 10532
"Alliance Air, IndiGo",10/01/2023,Tirupati,Mumbai,08:10,01:00,1010,2.0, 10815
"Alliance Air, Vistara",10/01/2023,Tirupati,Mumbai,08:10,14:35,385,1.0, 11296
"Air India, IndiGo",10/01/2023,Tirupati,Mumbai,14:30,23:25,535,2.0, 11799
"SpiceJet, IndiGo",10/01/2023,Tirupati,Mumbai,16:10,01:00,530,2.0, 13074
Air India,10/01/2023,Tirupati,Mumbai,14:30,08:10,1060,3.0, 13856
Air India,10/01/2023,Tirupati,Mumbai,14:30,22:10,460,2.0, 16268
IndiGo,10/01/2023,Tirupati,Mumbai,14:45,19:45,300,1.0, 21203
IndiGo,10/01/2023,Tirupati,Mumbai,12:30,16:55,265,1.0, 21256
IndiGo,10/01/2023,Tirupati,New Delhi,14:45,00:05,560,1.0, 7829
IndiGo,10/01/2023,Tirupati,New Delhi,12:30,00:05,695,1.0, 7829
SpiceJet,10/01/2023,Tirupati,New Delhi,07:40,01:15,1055,1.0, 9212
Air India,10/01/2023,Tirupati,New Delhi,14:30,18:45,255,1.0, 9338
"Air India, SpiceJet",10/01/2023,Tirupati,New Delhi,14:30,21:50,440,1.0, 9457
IndiGo,10/01/2023,Tirupati,New Delhi,14:45,18:55,250,1.0, 9700
IndiGo,10/01/2023,Tirupati,New Delhi,14:45,20:40,355,1.0, 10283
"Alliance Air, SpiceJet",10/01/2023,Tirupati,New Delhi,08:10,21:50,820,1.0, 10402
IndiGo,10/01/2023,Tirupati,New Delhi,15:35,01:00,565,1.0, 10747
IndiGo,10/01/2023,Tirupati,New Delhi,12:30,18:55,385,1.0, 10861
SpiceJet,10/01/2023,Tirupati,New Delhi,14:20,17:15,1615,1.0, 11043
IndiGo,10/01/2023,Tirupati,New Delhi,21:00,07:30,630,1.0, 11071
"Alliance Air, IndiGo",10/01/2023,Tirupati,New Delhi,08:10,14:15,365,1.0, 11295
SpiceJet,10/01/2023,Tirupati,New Delhi,16:10,21:50,340,1.0, 11402
SpiceJet,10/01/2023,Tirupati,New Delhi,07:40,23:20,940,1.0, 11668
SpiceJet,10/01/2023,Tirupati,New Delhi,20:00,19:20,1400,1.0, 12332
"Air India, Vistara",10/01/2023,Tirupati,New Delhi,14:30,19:55,325,1.0, 13186
"IndiGo, Vistara",10/01/2023,Tirupati,New Delhi,15:35,21:25,350,1.0, 19430
IndiGo,10/01/2023,Bengaluru,Goa,19:50,21:10,80,0.0, 2796
Go First,10/01/2023,Bengaluru,Goa,08:45,09:55,70,0.0, 2797
Go First,10/01/2023,Bengaluru,Goa,15:50,17:10,80,0.0, 2797
AirAsia,10/01/2023,Bengaluru,Goa,04:10,05:25,75,0.0, 2800
AirAsia,10/01/2023,Bengaluru,Goa,05:30,06:45,75,0.0, 2800
AirAsia,10/01/2023,Bengaluru,Goa,13:00,14:15,75,0.0, 2800
IndiGo,10/01/2023,Bengaluru,Goa,21:55,23:05,70,0.0, 2800
IndiGo,10/01/2023,Bengaluru,Goa,06:15,07:35,80,0.0, 2918
IndiGo,10/01/2023,Bengaluru,Goa,10:10,11:25,75,0.0, 3392
Air India,10/01/2023,Bengaluru,Goa,16:20,17:45,85,0.0, 3688
Vistara,10/01/2023,Bengaluru,Goa,12:50,14:05,75,0.0, 3694
Vistara,10/01/2023,Bengaluru,Goa,09:40,00:05,865,1.0, 4823
IndiGo,10/01/2023,Bengaluru,Goa,13:05,14:35,90,0.0, 5794
IndiGo,10/01/2023,Bengaluru,Goa,07:00,15:35,515,1.0, 5808
Go First,10/01/2023,Bengaluru,Ahmedabad,18:50,23:50,300,1.0, 4077
"Akasa Air, Go First",10/01/2023,Bengaluru,Ahmedabad,16:35,23:50,435,1.0, 4367
"Akasa Air, Go First",10/01/2023,Bengaluru,Ahmedabad,11:45,23:50,725,1.0, 4367
"Akasa Air, Go First",10/01/2023,Bengaluru,Ahmedabad,10:15,23:50,815,1.0, 4487
"IndiGo, Go First",10/01/2023,Bengaluru,Ahmedabad,18:00,23:50,350,1.0, 4839
"IndiGo, Go First",10/01/2023,Bengaluru,Ahmedabad,16:20,23:50,450,1.0, 4839
"IndiGo, Go First",10/01/2023,Bengaluru,Ahmedabad,19:25,00:40,315,1.0, 4839
"Akasa Air, IndiGo",10/01/2023,Bengaluru,Ahmedabad,11:45,17:00,315,1.0, 5363
IndiGo,10/01/2023,Bengaluru,Ahmedabad,12:20,18:05,345,1.0, 5439
SpiceJet,10/01/2023,Bengaluru,Ahmedabad,10:25,15:45,320,1.0, 5685
Akasa Air,10/01/2023,Bengaluru,Ahmedabad,05:55,08:20,145,0.0, 5695
Akasa Air,10/01/2023,Bengaluru,Ahmedabad,09:55,12:15,140,0.0, 5695
Akasa Air,10/01/2023,Bengaluru,Ahmedabad,14:35,16:55,140,0.0, 5695
IndiGo,10/01/2023,Bengaluru,Ahmedabad,10:15,17:00,405,1.0, 5700
Go First,10/01/2023,Bengaluru,Ahmedabad,06:20,08:45,145,0.0, 5713
Go First,10/01/2023,Bengaluru,Ahmedabad,18:30,20:35,125,0.0, 5713
"Akasa Air, Go First",10/01/2023,Bengaluru,Ahmedabad,10:15,16:25,370,1.0, 5734
"IndiGo, Akasa Air",10/01/2023,Bengaluru,Ahmedabad,10:15,15:25,310,1.0, 5950
Vistara,10/01/2023,Bengaluru,Ahmedabad,09:40,16:40,420,1.0, 6001
IndiGo,10/01/2023,Bengaluru,Ahmedabad,01:40,03:45,125,0.0, 6017
IndiGo,10/01/2023,Bengaluru,Ahmedabad,06:10,08:25,135,0.0, 6017
IndiGo,10/01/2023,Bengaluru,Ahmedabad,12:05,14:25,140,0.0, 6017
IndiGo,10/01/2023,Bengaluru,Ahmedabad,05:50,14:15,505,1.0, 6029
"Air India, Go First",10/01/2023,Bengaluru,Ahmedabad,19:15,00:40,325,1.0, 6297
IndiGo,10/01/2023,Bengaluru,Ahmedabad,00:30,06:05,335,1.0, 6334
"Vistara, Go First",10/01/2023,Bengaluru,Ahmedabad,19:00,23:50,290,1.0, 6570
IndiGo,10/01/2023,Bengaluru,Ahmedabad,11:25,17:15,350,1.0, 6687
IndiGo,10/01/2023,Bengaluru,Ahmedabad,07:20,14:15,415,1.0, 6859
Go First,10/01/2023,Bengaluru,Ahmedabad,08:00,14:35,395,1.0, 6923
IndiGo,10/01/2023,Bengaluru,Ahmedabad,21:00,23:20,140,0.0, 7017
IndiGo,10/01/2023,Bengaluru,Ahmedabad,17:15,00:05,410,1.0, 7107
"Vistara, Go First",10/01/2023,Bengaluru,Ahmedabad,18:30,23:50,320,1.0, 7515
Vistara,10/01/2023,Bengaluru,Ahmedabad,11:05,16:40,335,1.0, 7541
IndiGo,10/01/2023,Bengaluru,Ahmedabad,06:50,12:30,340,1.0, 7579
IndiGo,10/01/2023,Bengaluru,Ahmedabad,08:45,15:00,375,1.0, 7579
IndiGo,10/01/2023,Bengaluru,Ahmedabad,13:55,20:20,385,1.0, 7579
IndiGo,10/01/2023,Bengaluru,Ahmedabad,16:20,21:40,320,1.0, 7579
IndiGo,10/01/2023,Bengaluru,Ahmedabad,23:50,06:20,390,1.0, 7579
"Vistara, Go First",10/01/2023,Bengaluru,Ahmedabad,11:05,16:25,320,1.0, 7817
IndiGo,10/01/2023,Bengaluru,Ahmedabad,16:40,18:55,135,0.0, 10717
"Star Air, IndiGo",10/01/2023,Bengaluru,Ahmedabad,07:05,15:40,515,1.0, 11244
"AirAsia, IndiGo",10/01/2023,Bengaluru,Ahmedabad,07:40,15:40,480,1.0, 11637
"Alliance Air, IndiGo",10/01/2023,Bengaluru,Ahmedabad,09:20,15:40,380,1.0, 12581
IndiGo,10/01/2023,Bengaluru,Tirupati,09:35,10:55,80,0.0, 5765
Air India,10/01/2023,Bengaluru,Tirupati,21:20,13:55,995,2.0, 7960
Air India,10/01/2023,Bengaluru,Tirupati,07:25,13:55,390,1.0, 8314
Air India,10/01/2023,Bengaluru,Tirupati,19:15,13:55,1120,2.0, 9756
Air India,10/01/2023,Bengaluru,Tirupati,05:45,13:55,490,2.0, 14688
Air India,10/01/2023,Bengaluru,Tirupati,21:00,13:55,1015,2.0, 15528
Air India,10/01/2023,Bengaluru,Tirupati,16:20,13:55,1295,3.0, 15745
Air India,10/01/2023,Bengaluru,Tirupati,19:20,13:55,1115,2.0, 16368
Air India,10/01/2023,Bengaluru,Tirupati,21:00,13:55,1015,2.0, 17733
Air India,10/01/2023,Bengaluru,Tirupati,19:20,13:55,1115,2.0, 18573
Go First,10/01/2023,Bengaluru,Mumbai,20:25,22:00,95,0.0, 2178
Akasa Air,10/01/2023,Bengaluru,Mumbai,05:30,07:10,100,0.0, 2468
Akasa Air,10/01/2023,Bengaluru,Mumbai,11:45,13:30,105,0.0, 2468
Akasa Air,10/01/2023,Bengaluru,Mumbai,16:35,18:20,105,0.0, 2468
Akasa Air,10/01/2023,Bengaluru,Mumbai,19:45,21:35,110,0.0, 2468
Akasa Air,10/01/2023,Bengaluru,Mumbai,20:30,22:20,110,0.0, 2468
IndiGo,10/01/2023,Bengaluru,Mumbai,04:30,06:20,110,0.0, 2585
IndiGo,10/01/2023,Bengaluru,Mumbai,05:50,07:50,120,0.0, 2585
Akasa Air,10/01/2023,Bengaluru,Mumbai,10:15,12:20,125,0.0, 2588
Air India,10/01/2023,Bengaluru,Mumbai,21:20,23:20,120,0.0, 2602
IndiGo,10/01/2023,Bengaluru,Mumbai,21:30,23:25,115,0.0, 2779
IndiGo,10/01/2023,Bengaluru,Mumbai,12:20,14:20,120,0.0, 2940
IndiGo,10/01/2023,Bengaluru,Mumbai,16:20,18:15,115,0.0, 2940
IndiGo,10/01/2023,Bengaluru,Mumbai,18:00,19:50,110,0.0, 2940
IndiGo,10/01/2023,Bengaluru,Mumbai,19:25,21:15,110,0.0, 2940
AirAsia,10/01/2023,Bengaluru,Mumbai,17:15,19:00,105,0.0, 3045
AirAsia,10/01/2023,Bengaluru,Mumbai,19:20,21:00,100,0.0, 3045
AirAsia,10/01/2023,Bengaluru,Mumbai,22:50,00:40,110,0.0, 3045
IndiGo,10/01/2023,Bengaluru,Mumbai,14:45,16:50,125,0.0, 3058
IndiGo,10/01/2023,Bengaluru,Mumbai,22:55,00:50,115,0.0, 3140
Go First,10/01/2023,Bengaluru,Mumbai,18:50,20:35,105,0.0, 3152
IndiGo,10/01/2023,Bengaluru,Mumbai,10:15,12:05,110,0.0, 3353
IndiGo,10/01/2023,Bengaluru,Mumbai,07:20,09:10,110,0.0, 3415
Akasa Air,10/01/2023,Bengaluru,Mumbai,07:00,08:35,95,0.0, 3515
Go First,10/01/2023,Bengaluru,Mumbai,08:00,09:40,100,0.0, 4352
Air India,10/01/2023,Bengaluru,Mumbai,19:15,21:30,135,0.0, 4398
AirAsia,10/01/2023,Bengaluru,Mumbai,13:00,02:20,800,1.0, 4642
Vistara,10/01/2023,Bengaluru,Mumbai,06:40,08:20,100,0.0, 4671
Vistara,10/01/2023,Bengaluru,Mumbai,11:05,13:05,120,0.0, 4671
Vistara,10/01/2023,Bengaluru,Mumbai,19:00,20:40,100,0.0, 4671
IndiGo,10/01/2023,Bengaluru,Mumbai,07:00,12:00,300,1.0, 5158
Air India,10/01/2023,Bengaluru,Mumbai,06:40,08:35,115,0.0, 5238
Vistara,10/01/2023,Bengaluru,Mumbai,21:35,23:20,105,0.0, 5292
Vistara,10/01/2023,Bengaluru,Mumbai,18:30,20:15,105,0.0, 5616
IndiGo,10/01/2023,Bengaluru,Mumbai,21:55,07:55,600,1.0, 5719
Vistara,10/01/2023,Bengaluru,Mumbai,09:40,11:25,105,0.0, 8451
Vistara,10/01/2023,Bengaluru,Mumbai,06:55,14:35,460,1.0, 9469
IndiGo,10/01/2023,Bengaluru,Mumbai,05:15,09:15,240,1.0, 9471
Vistara,10/01/2023,Bengaluru,Mumbai,19:55,21:40,105,0.0, 10236
Air India,10/01/2023,Bengaluru,Mumbai,07:25,14:55,450,1.0, 10309
Vistara,10/01/2023,Bengaluru,Mumbai,08:25,10:10,105,0.0, 11995
Air India,10/01/2023,Bengaluru,Mumbai,05:45,12:25,400,1.0, 12693
IndiGo,10/01/2023,Bengaluru,Mumbai,22:00,04:20,380,1.0, 13004
SpiceJet,10/01/2023,Bengaluru,New Delhi,23:00,01:45,165,0.0, 5235
IndiGo,10/01/2023,Bengaluru,New Delhi,22:00,01:00,180,0.0, 5236
AirAsia,10/01/2023,Bengaluru,New Delhi,22:40,01:25,165,0.0, 5236
Go First,10/01/2023,Bengaluru,New Delhi,06:30,14:30,480,1.0, 5427
Go First,10/01/2023,Bengaluru,New Delhi,16:40,21:50,310,1.0, 5427
IndiGo,10/01/2023,Bengaluru,New Delhi,20:40,23:35,175,0.0, 5449
IndiGo,10/01/2023,Bengaluru,New Delhi,23:20,02:10,170,0.0, 5449
AirAsia,10/01/2023,Bengaluru,New Delhi,15:00,20:45,345,1.0, 5658
AirAsia,10/01/2023,Bengaluru,New Delhi,05:45,08:35,170,0.0, 5685
AirAsia,10/01/2023,Bengaluru,New Delhi,19:50,22:50,180,0.0, 5685
Air India,10/01/2023,Bengaluru,New Delhi,05:45,08:45,180,0.0, 5763
IndiGo,10/01/2023,Bengaluru,New Delhi,04:25,07:15,170,0.0, 5777
IndiGo,10/01/2023,Bengaluru,New Delhi,05:35,08:25,170,0.0, 5777
Akasa Air,10/01/2023,Bengaluru,New Delhi,15:40,18:25,165,0.0, 5956
IndiGo,10/01/2023,Bengaluru,New Delhi,19:15,22:10,175,0.0, 5987
AirAsia,10/01/2023,Bengaluru,New Delhi,17:55,20:45,170,0.0, 6058
AirAsia,10/01/2023,Bengaluru,New Delhi,16:35,01:40,545,1.0, 6163
IndiGo,10/01/2023,Bengaluru,New Delhi,07:00,09:50,170,0.0, 6499
IndiGo,10/01/2023,Bengaluru,New Delhi,15:45,18:35,170,0.0, 6499
Go First,10/01/2023,Bengaluru,New Delhi,06:20,09:00,160,0.0, 6601
Air India,10/01/2023,Bengaluru,New Delhi,08:00,10:50,170,0.0, 6603
Air India,10/01/2023,Bengaluru,New Delhi,21:00,00:10,190,0.0, 6603
IndiGo,10/01/2023,Bengaluru,New Delhi,08:00,10:55,175,0.0, 6617
IndiGo,10/01/2023,Bengaluru,New Delhi,16:50,19:45,175,0.0, 6617
Go First,10/01/2023,Bengaluru,New Delhi,18:50,01:05,375,1.0, 6998
IndiGo,10/01/2023,Bengaluru,New Delhi,18:00,20:50,170,0.0, 7037
SpiceJet,10/01/2023,Bengaluru,New Delhi,05:55,08:35,160,0.0, 7101
SpiceJet,10/01/2023,Bengaluru,New Delhi,17:20,19:30,130,0.0, 7101
SpiceJet,10/01/2023,Bengaluru,New Delhi,18:30,21:15,165,0.0, 7101
AirAsia,10/01/2023,Bengaluru,New Delhi,03:30,08:50,320,1.0, 7142
Air India,10/01/2023,Bengaluru,New Delhi,10:00,12:50,170,0.0, 7443
Air India,10/01/2023,Bengaluru,New Delhi,11:45,14:45,180,0.0, 7443
Air India,10/01/2023,Bengaluru,New Delhi,15:00,18:00,180,0.0, 7443
Air India,10/01/2023,Bengaluru,New Delhi,17:00,19:45,165,0.0, 7443
Air India,10/01/2023,Bengaluru,New Delhi,19:20,22:20,180,0.0, 7443
Vistara,10/01/2023,Bengaluru,New Delhi,21:10,23:45,155,0.0, 7443
IndiGo,10/01/2023,Bengaluru,New Delhi,12:00,14:50,170,0.0, 7457
IndiGo,10/01/2023,Bengaluru,New Delhi,13:45,16:45,180,0.0, 7457
Go First,10/01/2023,Bengaluru,New Delhi,21:25,00:10,165,0.0, 7700
AirAsia,10/01/2023,Bengaluru,New Delhi,11:30,14:20,170,0.0, 8493
Air India,10/01/2023,Bengaluru,New Delhi,14:00,19:50,350,1.0, 8493
Vistara,10/01/2023,Bengaluru,New Delhi,07:00,09:40,160,0.0, 10593
Vistara,10/01/2023,Bengaluru,New Delhi,09:45,12:40,175,0.0, 10593
Vistara,10/01/2023,Bengaluru,New Delhi,19:40,22:20,160,0.0, 10593
Air India,10/01/2023,Bengaluru,New Delhi,07:25,12:30,305,1.0, 11044
Go First,10/01/2023,Bengaluru,New Delhi,15:50,20:20,270,1.0, 12987
Vistara,10/01/2023,Bengaluru,New Delhi,08:00,10:35,155,0.0, 13218
Vistara,10/01/2023,Bengaluru,New Delhi,11:30,14:10,160,0.0, 13218
Vistara,10/01/2023,Bengaluru,New Delhi,18:45,21:25,160,0.0, 13218
Vistara,10/01/2023,Bengaluru,New Delhi,17:50,20:30,160,0.0, 15843
Go First,10/01/2023,Mumbai,Goa,05:00,06:10,70,0.0, 2216
Go First,10/01/2023,Mumbai,Goa,15:20,16:35,75,0.0, 2216
Go First,10/01/2023,Mumbai,Goa,16:30,17:45,75,0.0, 2216
Go First,10/01/2023,Mumbai,Goa,22:05,23:25,80,0.0, 2216
AirAsia,10/01/2023,Mumbai,Goa,03:55,05:15,80,0.0, 2395
AirAsia,10/01/2023,Mumbai,Goa,23:20,00:30,70,0.0, 2395
SpiceJet,10/01/2023,Mumbai,Goa,21:05,22:20,75,0.0, 2397
Vistara,10/01/2023,Mumbai,Goa,22:50,00:05,75,0.0, 2405
IndiGo,10/01/2023,Mumbai,Goa,21:55,23:10,75,0.0, 2650
Alliance Air,10/01/2023,Mumbai,Goa,19:00,20:30,90,0.0, 2900
SpiceJet,10/01/2023,Mumbai,Goa,15:05,16:30,85,0.0, 3194
Go First,10/01/2023,Mumbai,Goa,10:05,11:15,70,0.0, 3212
Air India,10/01/2023,Mumbai,Goa,21:00,22:20,80,0.0, 3213
SpiceJet,10/01/2023,Mumbai,Goa,11:15,12:30,75,0.0, 3404
Go First,10/01/2023,Mumbai,Goa,11:30,12:45,75,0.0, 3747
Air India,10/01/2023,Mumbai,Goa,05:00,06:20,80,0.0, 3843
IndiGo,10/01/2023,Mumbai,Goa,04:50,06:10,80,0.0, 4053
Vistara,10/01/2023,Mumbai,Goa,20:55,22:10,75,0.0, 4158
IndiGo,10/01/2023,Mumbai,Goa,11:30,12:30,60,0.0, 4578
IndiGo,10/01/2023,Mumbai,Goa,14:05,15:25,80,0.0, 4578
IndiGo,10/01/2023,Mumbai,Goa,17:00,18:15,75,0.0, 4578
AirAsia,10/01/2023,Mumbai,Goa,21:50,05:25,455,1.0, 5073
IndiGo,10/01/2023,Mumbai,Goa,09:40,10:55,75,0.0, 5628
Vistara,10/01/2023,Mumbai,Goa,11:25,12:45,80,0.0, 5628
AirAsia,10/01/2023,Mumbai,Goa,20:35,05:25,530,1.0, 5672
AirAsia,10/01/2023,Mumbai,Goa,19:40,05:25,585,1.0, 5672
AirAsia,10/01/2023,Mumbai,Goa,01:15,02:25,70,0.0, 5838
Air India,10/01/2023,Mumbai,Goa,13:30,14:45,75,0.0, 5838
